CompositionName	OM	MinElectronegativityFromO	AveElectronegativityFromO	MaxElectronegativityFromO	StdDvElectronegativityFromO	SkewElectronegativityFromO	KurtoElectronegativityFromO	MinMass	AveMass	MaxMass	StdDvMass	SkewMass	KurtoMass	MinValence	AveValence	MaxValence	StdDvValence	SkewValence	KurtoValence	MinRadius06	AveRadius06	MaxRadius06	StdDvRadius06	SkewRadius06	KurtoRadius06	MinXensity	AveXensity	MaxXensity	StdDvXensity	SkewXensity	KurtoXensity	MinMolDensity	AveMolDensity	MaxMolDensity	StdDvMolDensity	SkewMolDensity	KurtoMolDensity	MinFilling	AveFilling	MaxFilling	StdDvFilling	SkewFilling	KurtoFilling	MinBulkModulus	AveBulkModulus	MaxBulkModulus	StdDvBulkModulus	SkewBulkModulus	KurtoBulkModulus	MinShearModulus	AveShearModulus	MaxShearModulus	StdDvShearModulus	SkewShearModulus	KurtoShearModulus	MinPoissonRatio	AvePoissonRatio	MaxPoissonRatio	StdDvPoissonRatio	SkewPoissonRatio	KurtoPoissonRatio	MinThermalConductivity	AveThermalConductivity	MaxThermalConductivity	StdDvThermalConductivity	SkewThermalConductivity	KurtoThermalConductivity	MinThermalExpansion	AveThermalExpansion	MaxThermalExpansion	StdDvThermalExpansion	SkewThermalExpansion	KurtoThermalExpansion	MinOuterPrincipal	AveOuterPrincipal	MaxOuterPrincipal	StdDvOuterPrincipal	SkewOuterPrincipal	KurtoOuterPrincipal	MinOuterAzimuthal	AveOuterAzimuthal	MaxOuterAzimuthal	StdDvOuterAzimuthal	SkewOuterAzimuthal	KurtoOuterAzimuthal	MinDebyeTemp	AveDebyeTemp	MaxDebyeTemp	StdDvDebyeTemp	SkewDebyeTemp	KurtoDebyeTemp	MinCoor	AveCoor	MaxCoor	StdDvCoor	SkewCoor	KurtoCoor	MinRadius	AveRadius	MaxRadius	StdDvRadius	SkewRadius	KurtoRadius	Ea	Log10A
Ca0.700Sm0.300MoO4.150	2.075	-2.44	-1.8345	-1.28	0.557229531	-0.027982182	1.034203182	40.078	84.5563	150.36	37.50785184	0.240356341	2.117394011	2	4.15	6	1.878163997	-0.081619888	1.092779171	0.59	0.7887	1	0.199165534	0.013581535	1.017073543	1.54	6.767	10.2	3.942122652	-0.484633029	1.369596673	0.038425	0.0741032	0.106305	0.032419986	-0.03805528	1.04577296	0.055075	0.0781011	0.110923	0.023468354	0.118797036	1.182227726	17	126.65	230	103.5737781	-0.012571346	1.015841093	7.4	15.59	20	6.009816969	-0.628970902	1.395604396	0.27	0.304	0.31	0.014282857	-1.960392118	4.843137255	13	141.45	200	60.64443503	-1.110405496	3.323103415	0.000005	0.00001215	0.000022	7.72188E-06	0.329717985	1.294217549	3	3.65	4	0.476969601	-0.628970902	1.395604396	1	1.3	3	0.714142843	1.960392118	4.843137255	200	335.5	450	114.9119228	-0.022139925	1.031529099	4	6	8	2	0	1	0.41	0.75885	1.12	0.34910289	0.004273632	1.005518044	1135.157388	6.642469207
LaNb0.920W0.080O4.040	2.02	-2.34	-2.0596	-1.08	0.316037719	0.996328535	4.109386571	92.90637	119.5432652	183.84	26.06130114	0.314560037	2.136283879	3	4.04	6	1.057544325	0.123210371	1.251935628	0.6	0.8344	1.032	0.197748932	-0.004769547	1.007082064	6.15	7.7892	19.3	2.63132426	3.239665795	14.72707681	0.044275	0.0687686	0.104983	0.024615226	0.033712929	1.058061002	0.057202	0.09172416	0.122754	0.031038383	-0.001707382	1.002432745	28	104.6	310	81.17166993	0.468511507	2.230365145	14	30.92	161	29.0350409	3.504588124	16.1736203	0.28	0.3352	0.4	0.059807692	0.160514471	1.025764895	13	38.14	170	33.57380527	2.261812524	9.697316229	0.000005	0.00000942	0.000012	2.60837E-06	-0.078135888	1.149247385	4	4.5	5	0.5	-2.082E-17	1	1	1.08	3	0.391918359	4.69485534	23.04166667	142	213.5	400	75.41385814	0.428336642	2.103590411	4	6	8	2	-2.082E-17	1	0.42	0.8176	1.16	0.342593403	-0.003550348	1.005199382	1317.445381	6.752080086
PrNb0.920W0.080O4.040	2.02	-2.31	-2.0446	-1.08	0.302808256	1.098253746	4.509801644	92.90637	120.5443602	183.84	26.81343732	0.241418429	1.927637289	3	4.04	6	1.057544325	0.123210371	1.251935628	0.6	0.8134	0.99	0.176766626	-0.006005979	1.009026316	6.77	8.0992	19.3	2.450237409	3.744491434	17.51113629	0.048046	0.0706541	0.104983	0.022739813	0.039887693	1.069979054	0.057202	0.08914616	0.117598	0.028461157	-0.002036585	1.002918715	29	105.1	310	80.7	0.474715976	2.25018933	15	31.42	161	28.74654066	3.57601131	16.56914447	0.28	0.3352	0.4	0.059807692	0.160514471	1.025764895	13	38.14	170	33.57380527	2.261812524	9.697316229	0.000005	0.00000692	0.000007	3.91918E-07	-4.69485534	23.04166667	4	4	4	0	0	1E+17	1	2.08	3	0.996794864	-0.160514471	1.025764895	200	242.5	400	48.79805324	1.15049123	4.719015438	4	6	8	2	-2.082E-17	1	0.42	0.8006	1.126	0.325603501	-0.003939893	1.005796887	1330.427378	6.870635156
NdNb0.920W0.080O4.040	2.02	-2.3	-2.0396	-1.08	0.298435655	1.135243098	4.657673406	92.90637	122.2115302	183.84	28.10049896	0.141152961	1.658389004	3	4.04	6	1.057544325	0.123210371	1.251935628	0.6	0.8099	0.983	0.173269992	-0.006258126	1.00942674	7.01	8.2192	19.3	2.387269436	3.936565746	18.59999703	0.048599	0.0709306	0.104983	0.022464934	0.040932862	1.072024286	0.057202	0.08857016	0.116446	0.02788535	-0.00212311	1.003047103	32	106.6	310	79.28707335	0.494037874	2.312334336	16	31.92	161	28.46389994	3.64738666	16.96668592	0.28	0.3352	0.4	0.059807692	0.160514471	1.025764895	17	40.14	170	32.10358858	2.497211308	10.8599011	0.000005	0.00000842	0.00001	1.62592E-06	-0.219861519	1.496509423	4	4	4	0	0	1E+17	1	2.08	3	0.996794864	-0.160514471	1.025764895	200	242.5	400	48.79805324	1.15049123	4.719015438	4	6	8	2	-2.082E-17	1	0.42	0.7921	1.109	0.317108956	-0.004159128	1.006134869	1414.59574	7.153120845
LaNbO4.000	2	-2.34	-2.09	-1.84	0.25	-1.33227E-15	1	92.90637	115.90592	138.90547	22.99955	-8.3267E-16	1	3	4	5	1	0	1	0.64	0.836	1.032	0.196	-8.3267E-16	1	6.15	7.36	8.57	1.21	0	1	0.044275	0.068259	0.092243	0.023984	4.996E-16	1	0.060998	0.091876	0.122754	0.030878	0	1	28	99	170	71	0	1	14	26	38	12	0	1	0.28	0.34	0.4	0.06	0	1	13	33.5	54	20.5	0	1	0.000007	0.0000095	0.000012	0.0000025	-6.6613E-16	1	4	4.5	5	0.5	0	1	1	1	1	0	0	1E+17	142	208.5	275	66.5	0	1	4	6	8	2	0	1	0.48	0.82	1.16	0.34	0	1	965.4154175	2.538461051
PrNbO4.000	2	-2.31	-2.075	-1.84	0.235	1.33227E-15	1	92.90637	116.907015	140.90766	24.000645	-8.3267E-16	1	3	4	5	1	0	1	0.64	0.815	0.99	0.175	8.3267E-16	1	6.77	7.67	8.57	0.9	0	1	0.048046	0.0701445	0.092243	0.0220985	4.996E-16	1	0.060998	0.089298	0.117598	0.0283	6.6613E-16	1	29	99.5	170	70.5	0	1	15	26.5	38	11.5	0	1	0.28	0.34	0.4	0.06	0	1	13	33.5	54	20.5	0	1	0.000007	0.000007	0.000007	0	0	1E+17	4	4	4	0	0	1E+17	1	2	3	1	0	1	200	237.5	275	37.5	0	1	4	6	8	2	0	1	0.48	0.803	1.126	0.323	0	1	1038.395459	2.300866864
NdNbO4.000	2	-2.3	-2.07	-1.84	0.23	-1.33227E-15	1	92.90637	118.574185	144.242	25.667815	-6.6613E-16	1	3	4	5	1	0	1	0.64	0.8115	0.983	0.1715	0	1	7.01	7.79	8.57	0.78	0	1	0.048599	0.070421	0.092243	0.021822	-8.3267E-16	1	0.060998	0.088722	0.116446	0.027724	0	1	32	101	170	69	0	1	16	27	38	11	0	1	0.28	0.34	0.4	0.06	0	1	17	35.5	54	18.5	0	1	0.000007	0.0000085	0.00001	0.0000015	8.3267E-16	1	4	4	4	0	0	1E+17	1	2	3	1	0	1	200	237.5	275	37.5	0	1	4	6	8	2	0	1	0.48	0.7945	1.109	0.3145	0	1	862.0816386	3.009495413
CaWO4.000	2	-2.44	-1.76	-1.08	0.68	0	1	40.078	111.959	183.84	71.881	0	1	2	4	6	2	0	1	0.6	0.8	1	0.2	-6.6613E-16	1	1.54	10.42	19.3	8.88	3.3307E-16	1	0.038425	0.071704	0.104983	0.033279	0	1	0.057202	0.0770655	0.096929	0.0198635	-1.16573E-15	1	17	163.5	310	146.5	0	1	7.4	84.2	161	76.8	0	1	0.28	0.295	0.31	0.015	-5.4956E-15	1	170	185	200	15	0	1	0.000005	0.0000135	0.000022	0.0000085	0	1	3	3.5	4	0.5	0	1	1	2	3	1	0	1	230	315	400	85	0	1	4	6	8	2	0	1	0.42	0.77	1.12	0.35	1.6653E-16	1	1547.952234	5.622594298
Ca0.900Cs0.100WO3.950	1.975	-2.65	-1.7705	-1.08	0.69193551	-0.013415452	1.02078981	40.078	116.6003726	183.84	70.06375387	-0.143697293	1.064588714	1	3.95	6	2.060946385	-0.035727057	1.059999979	0.6	0.8335	1.67	0.273354623	1.222860649	4.712722214	1.54	10.4395	19.3	8.860886228	-0.000258441	1.000336504	0.014522	0.07050885	0.104983	0.034845056	-0.074471295	1.13572279	0.057202	0.08074955	0.17061	0.028262823	1.402296583	5.398803585	1.6	162.73	310	147.306229	-0.00151625	1.002134515	7.4	88.24210526	161	76.69355504	-0.105409255	1.011111111	0.28	0.294210526	0.31	0.01497921	0.105409255	1.011111111	36	176.8	200	35.44799007	-3.010683651	12.52879441	0.000005	1.30526E-05	0.000022	8.48822E-06	0.105409255	1.011111111	3	3.6	5	0.583095189	0.363173474	2.276816609	1	2	3	1	0	1	38	305.4	400	102.9953397	-0.66411154	2.756767292	4	6	8	2	0	1	0.42	0.801	1.74	0.40306203	0.432971373	2.048554153	1217.728822	6.382956147
Ca0.850Cs0.150WO3.925	1.9625	-2.65	-1.77575	-1.08	0.697767467	-0.018489212	1.028105184	40.078	118.9210589	183.84	69.02027654	-0.21682169	1.115124018	1	3.925	6	2.090305002	-0.048336031	1.078759046	0.6	0.85025	1.67	0.302063632	1.266500318	4.329331329	1.54	10.44925	19.3	8.851297754	-0.000367453	1.000479861	0.014522	0.069911275	0.104983	0.035587212	-0.098554216	1.172224586	0.057202	0.082591575	0.17061	0.031475741	1.41777952	4.816168051	1.6	162.345	310	147.706188	-0.002128813	1.002976427	7.4	90.42702703	161	76.54713668	-0.162697843	1.026470588	0.28	0.293783784	0.31	0.014950613	0.162697843	1.026470588	36	172.7	200	41.49590341	-2.560451963	8.912754306	0.000005	1.28108E-05	0.000022	8.47201E-06	0.162697843	1.026470588	3	3.65	5	0.614410286	0.384797986	2.333099425	1	2	3	1	0	1	38	300.6	400	110.5913197	-0.751633346	2.781170598	4	6	8	2	0	1	0.42	0.8165	1.74	0.42628365	0.513593874	2.135455426	1616.20645	8.909948883
Ca0.800Cs0.200WO3.900	1.95	-2.65	-1.781	-1.08	0.703511905	-0.022585218	1.033677918	40.078	121.2417452	183.84	67.88148769	-0.291129355	1.179203236	1	3.9	6	2.11896201	-0.05801891	1.091745577	0.6	0.867	1.67	0.327415638	1.2308552	3.849971829	1.54	10.459	19.3	8.841688131	-0.000462794	1.00060616	0.014522	0.0693137	0.104983	0.036304369	-0.115919587	1.194364913	0.057202	0.0844336	0.17061	0.034290979	1.356122205	4.194633413	1.6	161.96	310	148.1040661	-0.00264773	1.003676736	7.4	92.73333333	161	76.32445363	-0.223606798	1.05	0.28	0.293333333	0.31	0.01490712	0.223606798	1.05	36	168.6	200	46.40732701	-2.208845708	6.749262264	0.000005	1.25556E-05	0.000022	8.44737E-06	0.223606798	1.05	3	3.7	5	0.640312424	0.36567515	2.294467579	1	2	3	1	0	1	38	295.8	400	117.5021702	-0.777670386	2.665665514	4	6	8	2	0	1	0.42	0.832	1.74	0.447767797	0.550808764	2.117794821	867.8731642	3.738210797
BaWO4.000	2	-2.55	-1.815	-1.08	0.735	0	1	137.327	160.5835	183.84	23.2565	-1.9984E-15	1	2	4	6	2	0	1	0.6	0.975	1.35	0.375	-4.996E-16	1	3.62	11.46	19.3	7.84	-3.3307E-16	1	0.02636	0.0656715	0.104983	0.0393115	-3.3307E-16	1	0.057202	0.110403	0.163604	0.053201	0	1	9.4	159.7	310	150.3	3.3307E-16	1	4.9	82.95	161	78.05	0	1	0.28	0.28	0.28	0	0	1E+17	18	94	170	76	0	1	0.000005	0.000013	0.000021	0.000008	3.3307E-16	1	4	4.5	5	0.5	0	1	1	2	3	1	0	1	110	255	400	145	0	1	4	6	8	2	0	1	0.42	0.92	1.42	0.5	3.3307E-16	1	970.6730393	2.40131102
Ba0.900Cs0.100WO3.950	1.975	-2.65	-1.82	-1.08	0.740303992	-0.002550998	1.003646714	132.905452	160.3624226	183.84	23.49630598	-0.005016697	1.007361471	1	3.95	6	2.060946385	-0.035727057	1.059999979	0.6	0.991	1.67	0.396848838	0.105358447	1.201029666	1.93	11.3755	19.3	7.932605168	-0.006469238	1.009607681	0.014522	0.0650796	0.104983	0.039982341	-0.012745646	1.019684343	0.057202	0.1107533	0.17061	0.053571919	0.002388502	1.003407096	1.6	159.31	310	150.6990839	-0.000366631	1.000502344	4.9	87.05789474	161	77.94182254	-0.105409255	1.011111111	0.28	0.28	0.28	0	0	1E+17	18	94.9	170	75.19700792	-0.007231567	1.008415851	0.000005	1.25789E-05	0.000021	7.98891E-06	0.105409255	1.011111111	4	4.5	5	0.5	0	1	1	2	3	1	0	1	38	251.4	400	149.3828638	-0.035228031	1.059080705	4	6	8	2	0	1	0.42	0.936	1.74	0.520445963	0.05896877	1.104483154	550.0269276	2.275303364
Ba0.875Cs0.125WO3.937	1.96875	-2.65	-1.82125	-1.08	0.741618795	-0.003082035	1.00438651	132.905452	160.3071532	183.84	23.55555182	-0.006046273	1.008818502	1	3.9375	6	2.075715238	-0.042421668	1.070172093	0.6	0.995	1.67	0.402026119	0.122811797	1.22862926	1.93	11.354375	19.3	7.955447794	-0.00778784	1.011486946	0.014522	0.064931625	0.104983	0.040146936	-0.015282242	1.02338042	0.057202	0.110840875	0.17061	0.053663891	0.002886273	1.00409964	1.6	159.2125	310	150.7985323	-0.000444583	1.00060811	4.9	88.15333333	161	77.87636241	-0.133630621	1.017857143	0.28	0.28	0.28	0	0	1E+17	18	95.125	170	74.99322886	-0.008869652	1.010409556	0.000005	1.24667E-05	0.000021	7.9822E-06	0.133630621	1.017857143	4	4.5	5	0.5	0	1	1	2	3	1	0	1	38	250.5	400	150.4451727	-0.041836405	1.069115649	4	6	8	2	0	1	0.42	0.94	1.74	0.525357021	0.069517942	1.120856963	2203.49897	11.7810713
Ca0.800Gd0.200MoO4.100	2.05	-2.44	-1.84	-1.28	0.562849891	-0.027996054	1.031986532	40.078	79.7312	157.25	36.89704162	0.473322053	2.500583646	2	4.1	6	1.920937271	-0.057559977	1.060634102	0.59	0.7888	1	0.199571942	0.021634262	1.025238992	1.54	6.506	10.2	4.108722916	-0.338983882	1.181620628	0.038425	0.0735463	0.106305	0.032928653	-0.028511996	1.032523568	0.055075	0.076768	0.104589	0.021800924	0.031564563	1.047939022	17	125.6	230	104.568829	-0.009274934	1.011368822	7.4	15.16	22	6.362263748	-0.381402184	1.186287041	0.26	0.305	0.31	0.015	-2.666666667	8.111111111	11	150.6	200	54.7013711	-1.372276117	4.508854974	0.000005	0.0000122	0.000022	8.08455E-06	0.353091866	1.180649419	3	3.6	4	0.489897949	-0.40824829	1.166666667	1	1.2	3	0.6	2.666666667	8.111111111	200	337	450	113.3181362	-0.017664545	1.026027914	4	6	8	2	0	1	0.41	0.7583	1.12	0.348815152	0.008501391	1.010460615	496.565727	0.914745223
Ca0.700Gd0.300MoO4.150	2.075	-2.44	-1.83	-1.28	0.55380502	-0.038822033	1.04664142	40.078	85.5898	157.25	39.35616712	0.373362947	2.277052328	2	4.15	6	1.878163997	-0.081619888	1.092779171	0.59	0.7857	1	0.196728519	0.029808409	1.036323747	1.54	6.824	10.2	3.955323501	-0.520542059	1.380976764	0.038425	0.07413695	0.106305	0.032394998	-0.039556598	1.047471872	0.055075	0.077151	0.104589	0.022215101	0.038939024	1.056549738	17	126.65	230	103.5737781	-0.012571346	1.015841093	7.4	15.89	22	6.26688918	-0.590178878	1.40696867	0.26	0.3025	0.31	0.017853571	-1.960392118	4.843137255	11	141.15	200	61.28072699	-1.127024522	3.349600823	0.000005	0.00001155	0.000022	7.78765E-06	0.542905818	1.386705916	3	3.65	4	0.476969601	-0.628970902	1.395604396	1	1.3	3	0.714142843	1.960392118	4.843137255	200	335.5	450	114.9119228	-0.022139925	1.031529099	4	6	8	2	0	1	0.41	0.75495	1.12	0.345632532	0.011507398	1.014537971	1249.086009	5.944680411
Ca0.600Gd0.400MoO4.200	2.1	-2.44	-1.82	-1.28	0.544426304	-0.046998178	1.059357363	40.078	91.4484	157.25	40.83843426	0.240189179	2.099201761	2	4.2	6	1.833030278	-0.101315449	1.12414966	0.59	0.7826	1	0.193793808	0.03583445	1.045603261	1.54	7.142	10.2	3.76899403	-0.716400952	1.681178094	0.038425	0.0747276	0.106305	0.031841448	-0.04791288	1.0604769	0.055075	0.077534	0.104589	0.022615211	0.041948151	1.058266996	17	127.7	230	102.5583249	-0.014849762	1.019235501	7.4	16.62	22	6.083058441	-0.820461466	1.753305649	0.26	0.3	0.31	0.02	-1.5	3.25	11	131.7	200	65.87723431	-0.895103203	2.600514365	0.000005	0.0000109	0.000022	7.42226E-06	0.748920536	1.701101163	3	3.7	4	0.458257569	-0.872871561	1.761904762	1	1.4	3	0.8	1.5	3.25	200	334	450	116.4645869	-0.024201671	1.033314198	4	6	8	2	0	1	0.41	0.7516	1.12	0.342387558	0.013573751	1.017606393	1087.12815	6.519522513
Bi0.975Sr0.025VO3.987	1.99375	-2.49	-1.628375	-1.42	0.21665897	-0.647066593	3.790665136	50.9415	128.443945	208.9804	78.65195933	0.043243717	1.008239477	2	3.9875	5	1.018500736	-0.045997188	1.100378523	0.54	0.786875	1.18	0.247429756	0.015986874	1.029637333	2.64	7.8139125	9.807	1.978964459	-0.110411973	1.438520699	0.03013	0.082145025	0.117782	0.035685193	-0.009298396	1.016144552	0.046784	0.088013538	0.129355	0.0412325	0.000416201	1.000516924	31	96.3164557	160	64.49483235	-0.025318484	1.000641026	6.1	29.42625	47	17.58581633	-0.004549829	1.007368651	0.28	0.349375	0.37	0.021350864	-0.342394175	2.159327963	8	19.8375	35	11.55361821	-0.045150823	1.009942648	0.000008	0.000010625	0.000023	2.8477E-06	0.916976839	5.054618152	3	4.475	6	1.491433874	0.037104279	1.011343008	0.000001	0.512500487	1	0.499843226	-0.050015632	1.002501563	119	249.85	380	130.1867025	-0.001575626	1.001817011	4	6	8	2	0	1	0.355	0.763625	1.26	0.408745776	0.001895687	1.002882532	615.4800772	3.353796144
Bi0.950Sr0.050VO3.975	1.9875	-2.49	-1.64175	-1.42	0.235583186	-0.95301727	4.704984359	50.9415	126.92694	208.9804	78.25334067	0.086671555	1.020308465	2	3.975	5	1.036520622	-0.084774826	1.179547547	0.54	0.78875	1.18	0.249821811	0.030203287	1.054957314	2.64	7.724325	9.807	2.04773938	-0.181474575	1.709755301	0.03013	0.08193505	0.117782	0.035940304	-0.017706517	1.03029691	0.046784	0.087957575	0.129355	0.041179355	0.000814584	1.001015488	31	97.15384615	160	64.47879336	-0.051298918	1.002631579	6.1	29.3525	47	17.67090812	-0.008727816	1.013986495	0.28	0.34875	0.37	0.022603927	-0.559089351	2.754846674	8	20.175	35	11.59717099	-0.090745004	1.023293597	0.000008	0.00001075	0.000023	3.15238E-06	1.307786955	6.113563546	3	4.45	6	1.482396708	0.074365322	1.025672984	0.000001	0.525000475	1	0.49937411	-0.100125235	1.010025063	119	250.2	380	129.8717059	-0.003095822	1.00359736	4	6	8	2	0	1	0.355	0.76475	1.26	0.40998468	0.003657631	1.005522663	667.3382727	4.008320045
Bi0.900Sr0.100VO3.950	1.975	-2.49	-1.6685	-1.42	0.267474765	-1.161749313	4.823493609	50.9415	123.89293	208.9804	77.36075711	0.174313214	1.05635877	2	3.95	5	1.071214264	-0.144604087	1.288948695	0.54	0.7925	1.18	0.254497053	0.053900635	1.094525345	2.64	7.54515	9.807	2.167706975	-0.249199556	1.973414729	0.03013	0.0815151	0.117782	0.03644154	-0.032073596	1.053309221	0.046784	0.08784565	0.129355	0.041072632	0.001556942	1.001955423	31	98.89473684	160	64.41060287	-0.105409255	1.011111111	6.1	29.205	47	17.83895947	-0.016033247	1.025158372	0.28	0.3475	0.37	0.024874686	-0.785756837	3.15610652	8	20.85	35	11.65450557	-0.183401022	1.061336752	0.000008	0.000011	0.000023	3.67423E-06	1.54227132	5.950617284	3	4.4	6	1.462873884	0.149494492	1.063673683	0.000001	0.55000045	1	0.497493221	-0.201007563	1.04040404	119	250.9	380	129.236566	-0.005964118	1.007036392	4	6	8	2	0	1	0.355	0.767	1.26	0.412442117	0.006795419	1.010117161	695.5329938	3.988619535
Bi0.800Sr0.200VO3.900	1.95	-2.49	-1.722	-1.42	0.315176141	-1.105832476	3.86581637	50.9415	117.82491	208.9804	75.17751172	0.354508366	1.180504818	2	3.9	5	1.135781669	-0.212946266	1.380746349	0.54	0.8	1.18	0.263438797	0.085654967	1.139736232	2.64	7.1868	9.807	2.348992414	-0.234549375	2.055610942	0.03013	0.0806752	0.117782	0.037409737	-0.052344011	1.082152533	0.046784	0.0876218	0.129355	0.040857428	0.002817128	1.003591115	31	102.6666667	160	64.10061535	-0.223606798	1.05	6.1	28.91	47	18.16680764	-0.026851041	1.040407681	0.28	0.345	0.37	0.028722813	-0.886213521	2.939393939	8	22.2	35	11.65160933	-0.376062426	1.190742337	0.000008	0.0000115	0.000023	0.0000045	1.448559671	4.453132144	3	4.3	6	1.417744688	0.303193339	1.180589589	0.000001	0.6000004	1	0.489897459	-0.40824829	1.166666667	119	252.3	380	127.9453399	-0.010969064	1.013339122	4	6	8	2	0	1	0.355	0.7715	1.26	0.417277186	0.011625513	1.016829888	735.7816555	4.131697643
GdNbO4.000	2	-2.24	-2.04	-1.84	0.2	-1.4988E-15	1	92.90637	125.078185	157.25	32.171815	6.6613E-16	1	3	4	5	1	0	1	0.64	0.789	0.938	0.149	1.16573E-15	1	7.9	8.235	8.57	0.335	7.99361E-15	1	0.050238	0.0712405	0.092243	0.0210025	4.996E-16	1	0.060998	0.0827935	0.104589	0.0217955	8.3267E-16	1	38	104	170	66	0	1	22	30	38	8	0	1	0.26	0.33	0.4	0.07	0	1	11	32.5	54	21.5	0	1	0.000007	0.000008	0.000009	0.000001	1.33227E-15	1	4	4	4	0	0	1E+17	1	2	3	1	0	1	200	237.5	275	37.5	0	1	4	6	8	2	0	1	0.48	0.7665	1.053	0.2865	0	1	1292.281204	4.290487404
GdNb0.800W0.200O4.100	2.05	-2.24	-1.964	-1.08	0.349834246	1.385783002	4.277205074	92.90637	134.171548	183.84	34.55617097	-0.235258638	1.339644204	3	4.1	6	1.135781669	0.212946266	1.380746349	0.6	0.785	0.938	0.15341773	-0.017121052	1.025191023	7.9	9.308	19.3	3.345608465	2.622423127	7.972897001	0.050238	0.0725145	0.104983	0.02256606	0.084151797	1.13707613	0.057202	0.0824139	0.104589	0.022201077	-0.007248147	1.010322057	38	118	310	89.26365442	0.714277682	2.509096627	22	42.3	161	40.27915093	2.494749153	7.57422485	0.26	0.318	0.4	0.06720119	0.387187877	1.174430291	11	44.1	170	46.60568635	1.796051935	5.453365259	0.000005	0.0000078	0.000009	1.32665E-06	-0.657842934	2.371900826	4	4	4	0	0	1E+17	1	2.2	3	0.979795897	-0.40824829	1.166666667	200	250	400	61.23724357	1.224744871	3.833333333	4	6	8	2	-2.776E-17	1	0.42	0.7605	1.053	0.292991894	-0.010460061	1.015082644	1264.595283	5.140561923
GdNb0.700W0.300O4.150	2.075	-2.24	-1.926	-1.08	0.399053881	1.18915895	3.222456039	92.90637	138.7182295	183.84	34.80895933	-0.395695066	1.513748652	3	4.15	6	1.194780315	0.237020469	1.381044102	0.6	0.783	0.938	0.155540991	-0.021474337	1.0305528	7.9	9.8445	19.3	3.983721219	1.936147343	4.792778296	0.050238	0.0731515	0.104983	0.023282414	0.099704615	1.15138714	0.057202	0.0822241	0.104589	0.0223987	-0.00923805	1.012866109	38	125	310	98.11727677	0.690666155	2.220377934	22	48.45	161	47.83458477	1.865716179	4.644864087	0.26	0.312	0.4	0.064930732	0.596519498	1.395381829	11	49.9	170	54.09334525	1.455887169	3.778649926	0.000005	0.0000077	0.000009	1.45258E-06	-0.644055755	2.130163294	4	4	4	0	0	1E+17	1	2.3	3	0.953939201	-0.628970902	1.395604396	200	256.25	400	69.31585317	1.077605173	2.993257981	4	6	8	2	2.776E-17	1	0.42	0.7575	1.053	0.296138903	-0.01325212	1.018607756	1253.096385	5.026755255
GdNb0.600W0.400O4.200	2.1	-2.24	-1.888	-1.08	0.43956342	0.985849758	2.489095725	92.90637	143.264911	183.84	34.46525384	-0.576087407	1.765117366	3	4.2	6	1.2489996	0.234033456	1.339250493	0.6	0.781	0.938	0.157610279	-0.023490006	1.032320517	7.9	10.381	19.3	4.468927052	1.484376984	3.228671529	0.050238	0.0737885	0.104983	0.023960446	0.103643849	1.146818082	0.057202	0.0820343	0.104589	0.022593	-0.010259258	1.013974163	38	132	310	105.7733426	0.616127119	1.920872241	22	54.6	161	53.64923112	1.439071526	3.165076792	0.26	0.306	0.4	0.062	0.826558357	1.742826638	11	55.7	170	60.10665521	1.169656298	2.768255258	0.000005	0.0000076	0.000009	1.56205E-06	-0.579314408	1.864283795	4	4	4	0	0	1E+17	1	2.4	3	0.916515139	-0.872871561	1.761904762	200	262.5	400	76.03453163	0.906416038	2.367421476	4	6	8	2	0	1	0.42	0.7545	1.053	0.299222743	-0.014633445	1.020009927	1354.802921	5.906275494
GdNb0.500W0.500O4.250	2.125	-2.24	-1.85	-1.08	0.473603209	0.795205086	1.976721157	92.90637	147.8115925	183.84	33.50670335	-0.778007791	2.139807145	3	4.25	6	1.299038106	0.213833433	1.279835391	0.6	0.779	0.938	0.159627692	-0.023454365	1.031211122	7.9	10.9175	19.3	4.84736204	1.143830355	2.324527789	0.050238	0.0744255	0.104983	0.024603325	0.098850687	1.130696694	0.057202	0.0818445	0.104589	0.022784062	-0.010391222	1.013842944	38	139	310	112.4766642	0.521700712	1.66212906	22	60.75	161	58.24678103	1.112493314	2.29752364	0.26	0.3	0.4	0.058309519	1.089520423	2.276816609	11	61.5	170	65.05574533	0.925511147	2.115859361	0.000005	0.0000075	0.000009	1.65831E-06	-0.4933822	1.628099174	4	4	4	0	0	1E+17	1	2.5	3	0.866025404	-1.154700538	2.333333333	200	268.75	400	81.72935519	0.737886863	1.913101467	4	6	8	2	0	1	0.42	0.7515	1.053	0.302245347	-0.014741518	1.019631152	1421.094079	6.111331292
